# tau=0.4, RDD=0.8
##
# n  m
 25  5
# job ptime ddate
    1    49   236
    2    22   186
    3    96   126
    4    93   199
    5    15   123
    6    89   108
    7    65    95
    8    44   166
    9    62    98
   10    29    79
   11    79   196
   12    31    74
   13    45   208
   14    23    81
   15    19   198
   16    28    63
   17    56   239
   18    42    59
   19    17   153
   20    91    84
   21    11    97
   22    13   209
   23    50   196
   24    77   180
   25    99   243
