# tau=0.6, RDD=0.8
##
# n  m
 25 10
# job ptime ddate
    1    64    16
    2    76    14
    3    10    35
    4    14    82
    5    53    73
    6     8    32
    7     7    49
    8    21    52
    9    47    40
   10    82    61
   11    58     8
   12    76    47
   13     6    68
   14    16    27
   15   100    89
   16    21    51
   17    89    78
   18    13    67
   19   100    56
   20     6     3
   21    88    67
   22     8    74
   23     1    83
   24    93    78
   25    60    74
