# tau=0.2, RDD=0.4
##
# n  m
 25  9
# job ptime ddate
    1    64    83
    2    76    82
    3    10    93
    4    14   120
    5    53   115
    6     8    92
    7     7   102
    8    21   103
    9    47    97
   10    82   109
   11    58    79
   12    76   101
   13     6   112
   14    16    89
   15   100   124
   16    21   103
   17    89   118
   18    13   112
   19   100   106
   20     6    75
   21    88   112
   22     8   116
   23     1   121
   24    93   118
   25    60   116
