# tau=0.2, RDD=0.4
##
# n  m
 25  9
# job ptime ddate
    1    53   122
    2     9    97
    3    20   123
    4    67   117
    5    90   101
    6    35   120
    7     7    91
    8     3   106
    9    46   131
   10     7   128
   11    24   100
   12    98    94
   13    91   132
   14    86   101
   15    27   120
   16    54   135
   17    38   114
   18    77   118
   19    52   130
   20    67   106
   21    54   133
   22     4   104
   23    44   127
   24    94   120
   25    94   133
