# tau=0.2, RDD=0.2
##
# n  m
 25  6
# job ptime ddate
    1    49   184
    2    22   173
    3    96   161
    4    93   176
    5    15   160
    6    89   157
    7    65   154
    8    44   169
    9    62   155
   10    29   151
   11    79   175
   12    31   150
   13    45   178
   14    23   151
   15    19   176
   16    28   148
   17    56   184
   18    42   147
   19    17   166
   20    91   152
   21    11   155
   22    13   178
   23    50   175
   24    77   172
   25    99   185
