# tau=0.4, RDD=0.4
##
# n  m
 25  8
# job ptime ddate
    1    64    65
    2    76    64
    3    10    77
    4    14   107
    5    53   101
    6     8    75
    7     7    86
    8    21    88
    9    47    80
   10    82    94
   11    58    60
   12    76    85
   13     6    98
   14    16    72
   15   100   111
   16    21    87
   17    89   105
   18    13    97
   19   100    90
   20     6    57
   21    88    97
   22     8   102
   23     1   107
   24    93   104
   25    60   102
