# tau=0.6, RDD=0.6
##
# n  m
 25  5
# job ptime ddate
    1    64    46
    2    76    44
    3    10    74
    4    14   145
    5    53   132
    6     8    70
    7     7    96
    8    21   100
    9    47    83
   10    82   114
   11    58    35
   12    76    93
   13     6   124
   14    16    63
   15   100   155
   16    21    99
   17    89   140
   18    13   122
   19   100   106
   20     6    26
   21    88   122
   22     8   134
   23     1   146
   24    93   139
   25    60   134
