# tau=1.0, RDD=0.2
##
# n  m
 25  7
# job ptime ddate
    1    53    12
    2     9     5
    3    20    13
    4    67    11
    5    90     6
    6    35    12
    7     7     2
    8     3     7
    9    46    15
   10     7    14
   11    24     5
   12    98     4
   13    91    16
   14    86     6
   15    27    12
   16    54    17
   17    38    10
   18    77    11
   19    52    15
   20    67     7
   21    54    16
   22     4     7
   23    44    14
   24    94    12
   25    94    16
