# tau=0.6, RDD=0.8
##
# n  m
 25  3
# job ptime ddate
    1    49   311
    2    22   227
    3    96   127
    4    93   249
    5    15   122
    6    89    97
    7    65    77
    8    44   194
    9    62    81
   10    29    50
   11    79   243
   12    31    41
   13    45   264
   14    23    54
   15    19   248
   16    28    24
   17    56   316
   18    42    17
   19    17   173
   20    91    58
   21    11    79
   22    13   265
   23    50   243
   24    77   218
   25    99   322
