# tau=0.8, RDD=0.2
##
# n  m
 25  5
# job ptime ddate
    1    85    47
    2    40    33
    3    79    31
    4    80    79
    5    92    37
    6    20    53
    7    34    71
    8    77    59
    9    28    41
   10    56    60
   11    48    54
   12    63    52
   13    37    78
   14    52    41
   15    96    67
   16    92    54
   17    64    67
   18    72    47
   19    15    74
   20    61    41
   21     2    45
   22    25    69
   23    14    75
   24    81    29
   25    16    77
