# tau=0.4, RDD=0.8
##
# n  m
 25  8
# job ptime ddate
    1    49   147
    2    22   116
    3    96    78
    4    93   124
    5    15    77
    6    89    67
    7    65    60
    8    44   104
    9    62    61
   10    29    50
   11    79   122
   12    31    46
   13    45   130
   14    23    51
   15    19   124
   16    28    40
   17    56   149
   18    42    37
   19    17    96
   20    91    53
   21    11    61
   22    13   130
   23    50   122
   24    77   113
   25    99   151
