# tau=0.2, RDD=0.2
##
# n  m
 25  6
# job ptime ddate
    1    64   136
    2    76   136
    3    10   144
    4    14   164
    5    53   161
    6     8   143
    7     7   150
    8    21   152
    9    47   147
   10    82   156
   11    58   133
   12    76   150
   13     6   158
   14    16   141
   15   100   167
   16    21   151
   17    89   163
   18    13   158
   19   100   153
   20     6   131
   21    88   158
   22     8   161
   23     1   165
   24    93   163
   25    60   161
