# tau=0.6, RDD=0.6
##
# n  m
 25  5
# job ptime ddate
    1    85    90
    2    40    46
    3    79    43
    4    80   186
    5    92    61
    6    20   108
    7    34   161
    8    77   124
    9    28    73
   10    56   128
   11    48   110
   12    63   105
   13    37   182
   14    52    73
   15    96   150
   16    92   110
   17    64   149
   18    72    90
   19    15   169
   20    61    71
   21     2    82
   22    25   156
   23    14   173
   24    81    37
   25    16   178
