# tau=0.4, RDD=0.2
##
# n  m
 25  9
# job ptime ddate
    1    64    66
    2    76    66
    3    10    71
    4    14    84
    5    53    82
    6     8    70
    7     7    75
    8    21    76
    9    47    73
   10    82    79
   11    58    64
   12    76    75
   13     6    80
   14    16    69
   15   100    86
   16    21    76
   17    89    83
   18    13    80
   19   100    77
   20     6    62
   21    88    80
   22     8    82
   23     1    85
   24    93    83
   25    60    82
