# tau=0.2, RDD=0.4
##
# n  m
 25  7
# job ptime ddate
    1    53   157
    2     9   126
    3    20   159
    4    67   152
    5    90   131
    6    35   155
    7     7   117
    8     3   137
    9    46   169
   10     7   165
   11    24   129
   12    98   122
   13    91   170
   14    86   131
   15    27   155
   16    54   174
   17    38   148
   18    77   153
   19    52   167
   20    67   137
   21    54   172
   22     4   134
   23    44   164
   24    94   155
   25    94   171
