# tau=0.8, RDD=0.6
##
# n  m
 25  9
# job ptime ddate
    1    49    65
    2    22    47
    3    96    26
    4    93    52
    5    15    25
    6    89    20
    7    65    16
    8    44    40
    9    62    17
   10    29    10
   11    79    51
   12    31     8
   13    45    55
   14    23    11
   15    19    52
   16    28     5
   17    56    66
   18    42     3
   19    17    36
   20    91    12
   21    11    16
   22    13    55
   23    50    51
   24    77    45
   25    99    67
