# tau=0.2, RDD=0.2
##
# n  m
 25  4
# job ptime ddate
    1    53   262
    2     9   234
    3    20   263
    4    67   257
    5    90   239
    6    35   260
    7     7   227
    8     3   244
    9    46   272
   10     7   269
   11    24   237
   12    98   231
   13    91   273
   14    86   239
   15    27   260
   16    54   277
   17    38   254
   18    77   258
   19    52   271
   20    67   244
   21    54   275
   22     4   242
   23    44   268
   24    94   260
   25    94   274
