# tau=0.2, RDD=1.0
##
# n  m
 25  3
# job ptime ddate
    1    49   512
    2    22   408
    3    96   283
    4    93   435
    5    15   277
    6    89   246
    7    65   220
    8    44   367
    9    62   225
   10    29   187
   11    79   428
   12    31   176
   13    45   454
   14    23   192
   15    19   433
   16    28   155
   17    56   519
   18    42   145
   19    17   340
   20    91   197
   21    11   223
   22    13   455
   23    50   428
   24    77   397
   25    99   526
