# tau=0.6, RDD=1.0
##
# n  m
 25  2
# job ptime ddate
    1    64    90
    2    76    82
    3    10   197
    4    14   459
    5    53   412
    6     8   180
    7     7   277
    8    21   291
    9    47   227
   10    82   345
   11    58    50
   12    76   266
   13     6   380
   14    16   153
   15   100   499
   16    21   290
   17    89   441
   18    13   376
   19   100   316
   20     6    17
   21    88   376
   22     8   419
   23     1   465
   24    93   439
   25    60   418
