# tau=0.4, RDD=0.6
##
# n  m
 25  4
# job ptime ddate
    1    49   268
    2    22   221
    3    96   165
    4    93   233
    5    15   162
    6    89   148
    7    65   136
    8    44   202
    9    62   138
   10    29   121
   11    79   230
   12    31   116
   13    45   242
   14    23   123
   15    19   233
   16    28   107
   17    56   271
   18    42   102
   19    17   191
   20    91   126
   21    11   138
   22    13   242
   23    50   230
   24    77   216
   25    99   274
