# tau=0.2, RDD=1.0
##
# n  m
 25  3
# job ptime ddate
    1    85   310
    2    40   189
    3    79   180
    4    80   575
    5    92   228
    6    20   359
    7    34   504
    8    77   404
    9    28   263
   10    56   415
   11    48   364
   12    63   351
   13    37   563
   14    52   261
   15    96   474
   16    92   365
   17    64   473
   18    72   309
   19    15   527
   20    61   257
   21     2   288
   22    25   490
   23    14   540
   24    81   162
   25    16   553
