# tau=0.8, RDD=0.8
##
# n  m
 25  2
# job ptime ddate
    1    49   349
    2    22   255
    3    96   143
    4    93   280
    5    15   137
    6    89   110
    7    65    86
    8    44   218
    9    62    91
   10    29    56
   11    79   273
   12    31    46
   13    45   296
   14    23    61
   15    19   278
   16    28    27
   17    56   355
   18    42    19
   19    17   195
   20    91    65
   21    11    89
   22    13   298
   23    50   274
   24    77   245
   25    99   361
