# tau=0.4, RDD=0.4
##
# n  m
 25  3
# job ptime ddate
    1    98   279
    2    75   310
    3    91   200
    4    99   265
    5    67   287
    6    50   351
    7    17   262
    8    84   241
    9    89   334
   10     8   259
   11    65   180
   12    25   242
   13    63   288
   14    23   331
   15    71   222
   16    32   302
   17    33   267
   18    24   267
   19     8   235
   20    64   309
   21    23   213
   22    66   293
   23    52   187
   24    98   255
   25    29   306
