# tau=0.2, RDD=0.2
##
# n  m
 25  5
# job ptime ddate
    1    64   164
    2    76   163
    3    10   174
    4    14   197
    5    53   193
    6     8   172
    7     7   181
    8    21   182
    9    47   176
   10    82   187
   11    58   160
   12    76   180
   13     6   190
   14    16   169
   15   100   201
   16    21   182
   17    89   196
   18    13   190
   19   100   184
   20     6   157
   21    88   190
   22     8   194
   23     1   198
   24    93   196
   25    60   194
