# tau=0.2, RDD=1.0
##
# n  m
 25  7
# job ptime ddate
    1    64    76
    2    76    73
    3    10   110
    4    14   193
    5    53   178
    6     8   104
    7     7   135
    8    21   140
    9    47   119
   10    82   157
   11    58    63
   12    76   132
   13     6   168
   14    16    95
   15   100   206
   16    21   139
   17    89   188
   18    13   167
   19   100   148
   20     6    52
   21    88   167
   22     8   181
   23     1   195
   24    93   187
   25    60   180
