# tau=0.4, RDD=1.0
##
# n  m
 25  8
# job ptime ddate
    1    53   127
    2     9    59
    3    20   130
    4    67   114
    5    90    70
    6    35   122
    7     7    40
    8     3    83
    9    46   152
   10     7   144
   11    24    66
   12    98    50
   13    91   154
   14    86    69
   15    27   122
   16    54   164
   17    38   106
   18    77   117
   19    52   148
   20    67    83
   21    54   159
   22     4    77
   23    44   142
   24    94   121
   25    94   157
