# tau=0.2, RDD=0.2
##
# n  m
 25  2
# job ptime ddate
    1    98   547
    2    75   571
    3    91   488
    4    99   537
    5    67   554
    6    50   602
    7    17   534
    8    84   519
    9    89   589
   10     8   532
   11    65   473
   12    25   520
   13    63   554
   14    23   587
   15    71   505
   16    32   565
   17    33   539
   18    24   539
   19     8   514
   20    64   570
   21    23   498
   22    66   558
   23    52   478
   24    98   529
   25    29   568
