# tau=1.0, RDD=0.2
##
# n  m
 25  4
# job ptime ddate
    1    49    29
    2    22    21
    3    96    12
    4    93    23
    5    15    11
    6    89     9
    7    65     7
    8    44    18
    9    62     7
   10    29     4
   11    79    23
   12    31     4
   13    45    25
   14    23     5
   15    19    23
   16    28     2
   17    56    30
   18    42     1
   19    17    16
   20    91     5
   21    11     7
   22    13    25
   23    50    23
   24    77    21
   25    99    30
