# tau=0.6, RDD=1.0
##
# n  m
 25  5
# job ptime ddate
    1    64    36
    2    76    32
    3    10    79
    4    14   184
    5    53   165
    6     8    72
    7     7   111
    8    21   117
    9    47    91
   10    82   138
   11    58    20
   12    76   107
   13     6   152
   14    16    61
   15   100   200
   16    21   116
   17    89   177
   18    13   151
   19   100   127
   20     6     7
   21    88   151
   22     8   168
   23     1   186
   24    93   176
   25    60   167
