# tau=1.0, RDD=0.6
##
# n  m
 25 10
# job ptime ddate
    1    64     6
    2    76     5
    3    10    13
    4    14    31
    5    53    27
    6     8    12
    7     7    18
    8    21    19
    9    47    15
   10    82    23
   11    58     3
   12    76    18
   13     6    25
   14    16    10
   15   100    33
   16    21    19
   17    89    29
   18    13    25
   19   100    21
   20     6     1
   21    88    25
   22     8    28
   23     1    31
   24    93    29
   25    60    28
