# tau=1.0, RDD=1.0
##
# n  m
 25  8
# job ptime ddate
    1    98    46
    2    75    61
    3    91     9
    4    99    40
    5    67    50
    6    50    80
    7    17    38
    8    84    28
    9    89    72
   10     8    36
   11    65     0
   12    25    29
   13    63    50
   14    23    70
   15    71    19
   16    32    57
   17    33    41
   18    24    40
   19     8    25
   20    64    60
   21    23    15
   22    66    52
   23    52     3
   24    98    35
   25    29    59
