# tau=0.4, RDD=0.6
##
# n  m
 25  8
# job ptime ddate
    1    64    56
    2    76    54
    3    10    74
    4    14   118
    5    53   110
    6     8    71
    7     7    87
    8    21    90
    9    47    79
   10    82    99
   11    58    49
   12    76    86
   13     6   105
   14    16    66
   15   100   125
   16    21    90
   17    89   115
   18    13   104
   19   100    94
   20     6    44
   21    88   104
   22     8   111
   23     1   119
   24    93   115
   25    60   111
