# tau=0.6, RDD=1.0
##
# n  m
 25  4
# job ptime ddate
    1    53   201
    2     9    79
    3    20   206
    4    67   179
    5    90    99
    6    35   192
    7     7    46
    8     3   123
    9    46   246
   10     7   232
   11    24    92
   12    98    64
   13    91   250
   14    86    98
   15    27   192
   16    54   267
   17    38   164
   18    77   184
   19    52   240
   20    67   123
   21    54   258
   22     4   111
   23    44   228
   24    94   191
   25    94   255
