# tau=0.2, RDD=0.8
##
# n  m
 25  6
# job ptime ddate
    1    49   239
    2    22   196
    3    96   146
    4    93   207
    5    15   143
    6    89   131
    7    65   121
    8    44   180
    9    62   123
   10    29   107
   11    79   205
   12    31   103
   13    45   215
   14    23   109
   15    19   207
   16    28    94
   17    56   241
   18    42    90
   19    17   169
   20    91   111
   21    11   122
   22    13   216
   23    50   205
   24    77   192
   25    99   244
