# tau=0.8, RDD=1.0
##
# n  m
 25  8
# job ptime ddate
    1    49   101
    2    22    74
    3    96    41
    4    93    81
    5    15    40
    6    89    32
    7    65    25
    8    44    63
    9    62    26
   10    29    16
   11    79    79
   12    31    13
   13    45    86
   14    23    17
   15    19    81
   16    28     8
   17    56   103
   18    42     5
   19    17    56
   20    91    19
   21    11    26
   22    13    86
   23    50    79
   24    77    71
   25    99   105
