# tau=0.6, RDD=0.8
##
# n  m
 25  7
# job ptime ddate
    1    64    23
    2    76    20
    3    10    50
    4    14   116
    5    53   104
    6     8    45
    7     7    70
    8    21    74
    9    47    57
   10    82    87
   11    58    12
   12    76    67
   13     6    96
   14    16    38
   15   100   127
   16    21    73
   17    89   112
   18    13    95
   19   100    80
   20     6     4
   21    88    95
   22     8   106
   23     1   118
   24    93   111
   25    60   106
