# tau=0.4, RDD=0.4
##
# n  m
 25  3
# job ptime ddate
    1    64   175
    2    76   172
    3    10   206
    4    14   284
    5    53   270
    6     8   201
    7     7   230
    8    21   234
    9    47   215
   10    82   251
   11    58   162
   12    76   227
   13     6   261
   14    16   193
   15   100   296
   16    21   234
   17    89   279
   18    13   260
   19   100   242
   20     6   153
   21    88   260
   22     8   272
   23     1   286
   24    93   278
   25    60   272
