# tau=0.8, RDD=0.8
##
# n  m
 25  8
# job ptime ddate
    1    85    40
    2    40    12
    3    79    10
    4    80    99
    5    92    21
    6    20    51
    7    34    83
    8    77    61
    9    28    29
   10    56    63
   11    48    52
   12    63    49
   13    37    97
   14    52    29
   15    96    77
   16    92    52
   17    64    76
   18    72    40
   19    15    89
   20    61    28
   21     2    35
   22    25    80
   23    14    91
   24    81     6
   25    16    94
